Entity,Year,Estimated maternal mortality ratio,Population (historical)
Data source:,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017
MAC,2005,,495418
MAC,2006,,508753
MAC,2007,,522283
MAC,2008,,535937
MAC,2009,,549491
MAC,2010,,562810
MAC,2011,,575645
MAC,2012,,587451
MAC,2013,,598752
MAC,2014,,610308
MAC,2015,,622186
MAC,2016,,634316
MAC,2017,,646560
MAC,2018,,658777
MAC,2019,,670983
MAC,2020,,683073
MAC,2021,,694404
MAC,2022,,704359
MAC,2023,,713916
MDG,1985,810.44116,10433143
MDG,1986,805.4108,10736864
MDG,1987,773.51434,11047299
MDG,1988,762.0643,11369461
MDG,1989,751.6522,11705003
MDG,1990,733.5919,12055648
MDG,1991,725.6066,12421413
MDG,1992,688.1259,12800869
MDG,1993,669.4092,13197353
MDG,1994,658.5387,13613859
MDG,1995,652.0999,14051278
MDG,1996,645.314,14510711
MDG,1997,652.0276,14990817
MDG,1998,627.6648,15489363
MDG,1999,645.5212,16000506
MDG,2000,658.1073,16516337
MDG,2001,627.18304,17032933
MDG,2002,636.6128,17549914
MDG,2003,625.6385,18071858
MDG,2004,597.78485,18606607
MDG,2005,567.53186,19159713
MDG,2006,537.31195,19730918
MDG,2007,520.8265,20318590
MDG,2008,526.3761,20923841
MDG,2009,507.06314,21547277
MDG,2010,496.79602,22183343
MDG,2011,484.4261,22822305
MDG,2012,475.98773,23462444
MDG,2013,454.5967,24109290
MDG,2014,467.3091,24764357
MDG,2015,481.62827,25426704
MDG,2016,446.81296,26099951
MDG,2017,423.24905,26788379
MDG,2018,423.27182,27494930
MDG,2019,397.63773,28219558
MDG,2020,391.51694,28953560
MDG,-10000,,6
MDG,-9000,,10
MDG,-8000,,15
MDG,-7000,,22
MDG,-6000,,34
MDG,-5000,,51
MDG,-4000,,77
MDG,-3000,,115
MDG,-2000,,173
MDG,-1000,,260
MDG,0,,390
MDG,100,,781
MDG,200,,1562
MDG,300,,3125
MDG,400,,6250
MDG,500,,12500
MDG,600,,25000
MDG,700,,50000
MDG,800,,100000
MDG,900,,150000
MDG,1000,,200000
MDG,1100,,283333
MDG,1200,,366666
MDG,1300,,450000
MDG,1400,,533333
MDG,1500,,700000
MDG,1600,,850000
MDG,1700,,1000000
MDG,1710,,1018977
MDG,1720,,1033532
MDG,1730,,1048947
MDG,1740,,1065314
MDG,1750,,1082741
MDG,1760,,1101354
MDG,1770,,1121301
MDG,1780,,1142760
MDG,1790,,1165942
MDG,1800,,1500000
MDG,1801,,1508658
MDG,1802,,1517367
MDG,1803,,1526125
MDG,1804,,1534934
MDG,1805,,1543794
MDG,1806,,1552706
MDG,1807,,1561668
MDG,1808,,1570682
MDG,1809,,1579749
MDG,1810,,1588920
MDG,1811,,1598092
MDG,1812,,1607316
MDG,1813,,1616594
MDG,1814,,1625926
MDG,1815,,1635311
MDG,1816,,1644750
MDG,1817,,1654244
MDG,1818,,1663793
MDG,1819,,1676505
MDG,1820,,1692445
MDG,1821,,1711680
MDG,1822,,1734276
MDG,1823,,1760301
MDG,1824,,1786717
MDG,1825,,1813529
MDG,1826,,1840744
MDG,1827,,1868367
MDG,1828,,1896405
MDG,1829,,1924863
MDG,1830,,1953749
MDG,1831,,1983068
MDG,1832,,2012827
MDG,1833,,2043032
MDG,1834,,2073691
MDG,1835,,2104810
MDG,1836,,2136396
MDG,1837,,2168455
MDG,1838,,2200996
MDG,1839,,2234026
MDG,1840,,2267551
MDG,1841,,2301579
MDG,1842,,2336117
MDG,1843,,2371174
MDG,1844,,2406757
MDG,1845,,2442874
MDG,1846,,2479533
MDG,1847,,2516742
MDG,1848,,2554510
MDG,1849,,2586526
MDG,1850,,2612685
MDG,1851,,2630135
MDG,1852,,2641482
MDG,1853,,2646637
MDG,1854,,2651799
MDG,1855,,2656969
MDG,1856,,2662145
MDG,1857,,2667329
MDG,1858,,2672520
MDG,1859,,2677718
MDG,1860,,2682923
MDG,1861,,2688135
MDG,1862,,2693354
MDG,1863,,2698581
MDG,1864,,2703814
MDG,1865,,2709055
MDG,1866,,2714303
MDG,1867,,2719558
MDG,1868,,2724820
MDG,1869,,2730636
MDG,1870,,2737010
MDG,1871,,2743942
MDG,1872,,2751436
MDG,1873,,2759492
MDG,1874,,2767569
MDG,1875,,2775667
MDG,1876,,2783785
MDG,1877,,2791923
MDG,1878,,2800082
MDG,1879,,2808262
MDG,1880,,2816462
MDG,1881,,2824683
MDG,1882,,2832925
MDG,1883,,2841187
MDG,1884,,2849471
MDG,1885,,2857775
MDG,1886,,2866099
MDG,1887,,2874445
MDG,1888,,2882812
MDG,1889,,2884813
MDG,1890,,2880490
MDG,1891,,2869881
MDG,1892,,2853026
MDG,1893,,2829964
MDG,1894,,2807086
MDG,1895,,2784389
MDG,1896,,2761872
MDG,1897,,2739534
MDG,1898,,2717373
MDG,1899,,2696994
MDG,1900,,2678373
MDG,1901,,2661485
MDG,1902,,2646307
MDG,1903,,2632815
MDG,1904,,2619388
MDG,1905,,2606027
MDG,1906,,2592730
MDG,1907,,2579499
MDG,1908,,2566331
MDG,1909,,2554245
MDG,1910,,2543231
MDG,1911,,2533278
MDG,1912,,2524377
MDG,1913,,2516519
MDG,1914,,2508682
MDG,1915,,2500866
MDG,1916,,2493071
MDG,1917,,2485298
MDG,1918,,2480328
MDG,1919,,2483766
MDG,1920,,2495724
MDG,1921,,2516310
MDG,1922,,2545639
MDG,1923,,2583823
MDG,1924,,2622580
MDG,1925,,2661919
MDG,1926,,2701848
MDG,1927,,2742376
MDG,1928,,2783511
MDG,1929,,2824690
MDG,1930,,2865906
MDG,1931,,2907150
MDG,1932,,2948415
MDG,1933,,2989693
MDG,1934,,3031549
MDG,1935,,3073990
MDG,1936,,3117026
MDG,1937,,3160665
MDG,1938,,3204914
MDG,1939,,3252418
MDG,1940,,3303271
MDG,1941,,3357567
MDG,1942,,3415404
MDG,1943,,3476882
MDG,1944,,3539465
MDG,1945,,3603176
MDG,1946,,3668033
MDG,1947,,3734058
MDG,1948,,3801271
MDG,1949,,3874476
MDG,1950,,3956075
MDG,1951,,4057204
MDG,1952,,4160843
MDG,1953,,4267536
MDG,1954,,4377321
MDG,1955,,4490119
MDG,1956,,4606423
MDG,1957,,4726637
MDG,1958,,4850853
MDG,1959,,4979096
MDG,1960,,5111034
MDG,1961,,5246163
MDG,1962,,5384153
MDG,1963,,5525189
MDG,1964,,5669866
MDG,1965,,5819116
MDG,1966,,5974281
MDG,1967,,6136494
MDG,1968,,6306501
MDG,1969,,6484720
MDG,1970,,6672005
MDG,1971,,6868874
MDG,1972,,7074405
MDG,1973,,7288053
MDG,1974,,7509734
MDG,1975,,7739340
MDG,1976,,7976837
MDG,1977,,8222239
MDG,1978,,8475862
MDG,1979,,8737586
MDG,1980,,9006039
MDG,1981,,9279017
MDG,1982,,9557679
MDG,1983,,9843046
MDG,1984,,10134560
MDG,2021,,29691087
MDG,2022,,30437263
MDG,2023,,31195936
MWI,1985,891.78516,7620509
MWI,1986,917.61975,7906485
MWI,1987,949.5499,8293174
MWI,1988,985.9086,8753264
MWI,1989,953.41095,9176223
MWI,1990,970.773,9545860
MWI,1991,960.12286,9844228
MWI,1992,944.6154,10135082
MWI,1993,897.781,10284027
MWI,1994,827.1968,10164900
MWI,1995,721.4632,10150123
MWI,1996,681.5227,10352228
MWI,1997,650.07294,10562035
MWI,1998,627.6339,10792877
MWI,1999,588.5702,11047814
MWI,2000,573.4621,11315946
MWI,2001,530.91016,11593057
MWI,2002,489.9203,11880440
MWI,2003,445.13885,12181575
MWI,2004,386.0412,12500736
MWI,2005,346.92465,12840034
MWI,2006,326.36734,13198700
MWI,2007,351.5679,13576343
MWI,2008,419.64944,13976416
MWI,2009,475.54715,14395788
MWI,2010,512.93066,14826466
MWI,2011,495.72153,15265026
MWI,2012,502.26822,15709576
MWI,2013,472.59488,16161817
MWI,2014,442.2544,16621535
MWI,2015,444.93643,17085585
MWI,2016,430.3386,17557739
MWI,2017,374.87863,18039712
MWI,2018,391.79285,18528087
MWI,2019,370.2439,19025748
MWI,2020,380.66992,19533886
MWI,-10000,,2762
MWI,-9000,,3460
MWI,-8000,,4336
MWI,-7000,,5434
MWI,-6000,,6812
MWI,-5000,,8540
MWI,-4000,,10708
MWI,-3000,,13429
MWI,-2000,,16846
MWI,-1000,,21136
MWI,0,,26525
MWI,100,,32420
MWI,200,,39624
MWI,300,,48430
MWI,400,,59192
MWI,500,,72346
MWI,600,,88423
MWI,700,,108073
MWI,800,,132090
MWI,900,,155295
MWI,1000,,178500
MWI,1100,,214200
MWI,1200,,249900
MWI,1300,,285600
MWI,1400,,321300
MWI,1500,,357000
MWI,1600,,387345
MWI,1700,,417690
MWI,1710,,435095
MWI,1720,,443408
MWI,1730,,452257
MWI,1740,,461701
MWI,1750,,471811
MWI,1760,,482671
MWI,1770,,494380
MWI,1780,,507057
MWI,1790,,520844
MWI,1800,,737000
MWI,1801,,752981
MWI,1802,,769309
MWI,1803,,785991
MWI,1804,,803034
MWI,1805,,820447
MWI,1806,,838238
MWI,1807,,856414
MWI,1808,,874985
MWI,1809,,893958
MWI,1810,,913763
MWI,1811,,933577
MWI,1812,,953821
MWI,1813,,974504
MWI,1814,,995635
MWI,1815,,1017225
MWI,1816,,1039282
MWI,1817,,1061818
MWI,1818,,1084843
MWI,1819,,1108367
MWI,1820,,1132401
MWI,1821,,1156956
MWI,1822,,1182043
MWI,1823,,1207675
MWI,1824,,1233862
MWI,1825,,1260617
MWI,1826,,1287953
MWI,1827,,1315881
MWI,1828,,1344414
MWI,1829,,1373567
MWI,1830,,1403351
MWI,1831,,1433782
MWI,1832,,1464872
MWI,1833,,1496637
MWI,1834,,1529090
MWI,1835,,1562247
MWI,1836,,1596123
MWI,1837,,1630733
MWI,1838,,1666094
MWI,1839,,1702222
MWI,1840,,1739133
MWI,1841,,1776845
MWI,1842,,1815374
MWI,1843,,1854739
MWI,1844,,1894957
MWI,1845,,1936047
MWI,1846,,1978029
MWI,1847,,2020921
MWI,1848,,2064743
MWI,1849,,2099962
MWI,1850,,2126398
MWI,1851,,2144568
MWI,1852,,2153584
MWI,1853,,2153242
MWI,1854,,2152900
MWI,1855,,2152558
MWI,1856,,2152216
MWI,1857,,2151874
MWI,1858,,2151531
MWI,1859,,2150968
MWI,1860,,2150183
MWI,1861,,2149178
MWI,1862,,2147952
MWI,1863,,2146506
MWI,1864,,2145060
MWI,1865,,2143615
MWI,1866,,2142170
MWI,1867,,2140726
MWI,1868,,2139284
MWI,1869,,2137622
MWI,1870,,2135742
MWI,1871,,2133644
MWI,1872,,2131328
MWI,1873,,2128795
MWI,1874,,2126264
MWI,1875,,2123737
MWI,1876,,2121212
MWI,1877,,2118690
MWI,1878,,2116170
MWI,1879,,2114921
MWI,1880,,2114943
MWI,1881,,2116238
MWI,1882,,2118806
MWI,1883,,2122649
MWI,1884,,2126499
MWI,1885,,2130356
MWI,1886,,2134219
MWI,1887,,2138089
MWI,1888,,2141966
MWI,1889,,2143491
MWI,1890,,2142667
MWI,1891,,2139498
MWI,1892,,2133988
MWI,1893,,2126140
MWI,1894,,2118321
MWI,1895,,2110530
MWI,1896,,2102768
MWI,1897,,2095033
MWI,1898,,2087328
MWI,1899,,2077993
MWI,1900,,2067047
MWI,1901,,2054509
MWI,1902,,2040396
MWI,1903,,2024726
MWI,1904,,2009176
MWI,1905,,1993745
MWI,1906,,1978433
MWI,1907,,1963238
MWI,1908,,1948159
MWI,1909,,1934730
MWI,1910,,1922933
MWI,1911,,1912751
MWI,1912,,1904164
MWI,1913,,1897158
MWI,1914,,1890176
MWI,1915,,1883221
MWI,1916,,1876290
MWI,1917,,1869385
MWI,1918,,1861908
MWI,1919,,1861479
MWI,1920,,1868175
MWI,1921,,1882076
MWI,1922,,1903260
MWI,1923,,1931809
MWI,1924,,1960787
MWI,1925,,1990198
MWI,1926,,2020051
MWI,1927,,2050352
MWI,1928,,2081108
MWI,1929,,2111896
MWI,1930,,2142711
MWI,1931,,2173547
MWI,1932,,2204399
MWI,1933,,2235261
MWI,1934,,2266554
MWI,1935,,2298286
MWI,1936,,2330462
MWI,1937,,2363088
MWI,1938,,2396172
MWI,1939,,2431689
MWI,1940,,2469709
MWI,1941,,2510304
MWI,1942,,2553546
MWI,1943,,2599510
MWI,1944,,2646301
MWI,1945,,2693934
MWI,1946,,2742425
MWI,1947,,2791789
MWI,1948,,2842041
MWI,1949,,2894667
MWI,1950,,2950300
MWI,1951,,3002887
MWI,1952,,3059384
MWI,1953,,3119242
MWI,1954,,3181538
MWI,1955,,3246544
MWI,1956,,3315299
MWI,1957,,3387745
MWI,1958,,3463948
MWI,1959,,3544167
MWI,1960,,3628136
MWI,1961,,3715543
MWI,1962,,3806310
MWI,1963,,3900513
MWI,1964,,3997308
MWI,1965,,4096158
MWI,1966,,4197928
MWI,1967,,4303018
MWI,1968,,4411055
MWI,1969,,4521184
MWI,1970,,4633949
MWI,1971,,4751442
MWI,1972,,4874479
MWI,1973,,5003936
MWI,1974,,5141342
MWI,1975,,5287371
MWI,1976,,5443389
MWI,1977,,5614990
MWI,1978,,5810134
MWI,1979,,6028752
MWI,1980,,6265530
MWI,1981,,6516458
MWI,1982,,6778885
MWI,1983,,7051707
MWI,1984,,7332810
MWI,2021,,20047263
MWI,2022,,20568731
MWI,2023,,21104480
MYS,1985,55.13256,15252259
MYS,1986,54.29409,15760425
MYS,1987,54.293167,16276735
MYS,1988,49.8026,16796611
MYS,1989,49.65649,17315003
MYS,1990,48.63973,17833178
MYS,1991,47.339516,18342474
MYS,1992,46.14511,18834569
MYS,1993,45.251053,19322667
MYS,1994,43.644753,19820445
MYS,1995,39.785507,20330602
MYS,1996,40.579224,20850085
MYS,1997,41.25739,21375224
MYS,1998,42.79704,21906713
MYS,1999,39.95925,22435533
MYS,2000,39.746914,22967817
MYS,2001,35.712875,23526534
MYS,2002,36.471825,24102479
MYS,2003,32.073742,24679604
MYS,2004,32.545483,25256771
MYS,2005,32.148182,25836073
MYS,2006,32.000862,26417906
MYS,2007,28.031832,26998384
MYS,2008,30.478783,27570054
MYS,2009,29.52574,28124780
MYS,2010,25.47596,28655771
MYS,2011,24.052956,29162033
MYS,2012,23.545338,29662835
MYS,2013,23.085323,30174269
MYS,2014,22.531124,30696133
MYS,2015,22.337494,31232796
MYS,2016,21.93931,31789694
MYS,2017,21.615051,32355642
MYS,2018,21.516418,32910962
MYS,2019,21.580317,33440588
MYS,2020,21.131931,33889555
MYS,-10000,,754
MYS,-9000,,942
MYS,-8000,,1178
MYS,-7000,,1472
MYS,-6000,,1841
MYS,-5000,,2301
MYS,-4000,,2876
MYS,-3000,,3595
MYS,-2000,,4494
MYS,-1000,,5618
MYS,0,,7023
MYS,100,,10534
MYS,200,,15802
MYS,300,,23703
MYS,400,,35555
MYS,500,,53333
MYS,600,,80000
MYS,700,,120000
MYS,800,,180000
MYS,900,,190000
MYS,1000,,200000
MYS,1100,,239200
MYS,1200,,278400
MYS,1300,,317600
MYS,1400,,356800
MYS,1500,,396000
MYS,1600,,495000
MYS,1700,,594000
MYS,1710,,614600
MYS,1720,,635200
MYS,1730,,655800
MYS,1740,,676400
MYS,1750,,697000
MYS,1760,,717600
MYS,1770,,738200
MYS,1780,,758800
MYS,1790,,779400
MYS,1800,,287000
MYS,1801,,287000
MYS,1802,,287000
MYS,1803,,287000
MYS,1804,,287000
MYS,1805,,287000
MYS,1806,,287000
MYS,1807,,287000
MYS,1808,,287000
MYS,1809,,287000
MYS,1810,,287000
MYS,1811,,287000
MYS,1812,,287000
MYS,1813,,287000
MYS,1814,,287000
MYS,1815,,287000
MYS,1816,,287000
MYS,1817,,287000
MYS,1818,,287000
MYS,1819,,288186
MYS,1820,,290582
MYS,1821,,294213
MYS,1822,,299105
MYS,1823,,305283
MYS,1824,,311589
MYS,1825,,318026
MYS,1826,,324595
MYS,1827,,331300
MYS,1828,,338144
MYS,1829,,345129
MYS,1830,,352258
MYS,1831,,359535
MYS,1832,,366962
MYS,1833,,374542
MYS,1834,,382279
MYS,1835,,390176
MYS,1836,,398236
MYS,1837,,406462
MYS,1838,,414858
MYS,1839,,423428
MYS,1840,,432175
MYS,1841,,441102
MYS,1842,,450214
MYS,1843,,459514
MYS,1844,,469006
MYS,1845,,478694
MYS,1846,,488583
MYS,1847,,498675
MYS,1848,,508977
MYS,1849,,519506
MYS,1850,,530268
MYS,1851,,540640
MYS,1852,,551230
MYS,1853,,562041
MYS,1854,,573064
MYS,1855,,584302
MYS,1856,,595760
MYS,1857,,607441
MYS,1858,,619351
MYS,1859,,631494
MYS,1860,,643873
MYS,1861,,656494
MYS,1862,,669362
MYS,1863,,682481
MYS,1864,,695857
MYS,1865,,709493
MYS,1866,,723396
MYS,1867,,737570
MYS,1868,,752020
MYS,1869,,768940
MYS,1870,,788448
MYS,1871,,810668
MYS,1872,,835729
MYS,1873,,863764
MYS,1874,,892739
MYS,1875,,922684
MYS,1876,,953632
MYS,1877,,985617
MYS,1878,,1018673
MYS,1879,,1052836
MYS,1880,,1088144
MYS,1881,,1124633
MYS,1882,,1162345
MYS,1883,,1201320
MYS,1884,,1241599
MYS,1885,,1283228
MYS,1886,,1326250
MYS,1887,,1370712
MYS,1888,,1416663
MYS,1889,,1464167
MYS,1890,,1513275
MYS,1891,,1564042
MYS,1892,,1616523
MYS,1893,,1670777
MYS,1894,,1726850
MYS,1895,,1784802
MYS,1896,,1844695
MYS,1897,,1906596
MYS,1898,,1970571
MYS,1899,,2033092
MYS,1900,,2094024
MYS,1901,,2153226
MYS,1902,,2210550
MYS,1903,,2265841
MYS,1904,,2322511
MYS,1905,,2380595
MYS,1906,,2440128
MYS,1907,,2501146
MYS,1908,,2563685
MYS,1909,,2624687
MYS,1910,,2684056
MYS,1911,,2741696
MYS,1912,,2797504
MYS,1913,,2851375
MYS,1914,,2906279
MYS,1915,,2962236
MYS,1916,,3019266
MYS,1917,,3077388
MYS,1918,,3140574
MYS,1919,,3206111
MYS,1920,,3274070
MYS,1921,,3344525
MYS,1922,,3417552
MYS,1923,,3493228
MYS,1924,,3570579
MYS,1925,,3649643
MYS,1926,,3730458
MYS,1927,,3813063
MYS,1928,,3897496
MYS,1929,,3982894
MYS,1930,,4069257
MYS,1931,,4156587
MYS,1932,,4244888
MYS,1933,,4334158
MYS,1934,,4425306
MYS,1935,,4518371
MYS,1936,,4613393
MYS,1937,,4710414
MYS,1938,,4809474
MYS,1939,,4906611
MYS,1940,,5001715
MYS,1941,,5094675
MYS,1942,,5185374
MYS,1943,,5273693
MYS,1944,,5363517
MYS,1945,,5454871
MYS,1946,,5547780
MYS,1947,,5642272
MYS,1948,,5738373
MYS,1949,,5848384
MYS,1950,,6098285
MYS,1951,,6257416
MYS,1952,,6422850
MYS,1953,,6593946
MYS,1954,,6772375
MYS,1955,,6959960
MYS,1956,,7156628
MYS,1957,,7362818
MYS,1958,,7562884
MYS,1959,,7755779
MYS,1960,,7956200
MYS,1961,,8164448
MYS,1962,,8380175
MYS,1963,,8602168
MYS,1964,,8828414
MYS,1965,,9056415
MYS,1966,,9284694
MYS,1967,,9507107
MYS,1968,,9725281
MYS,1969,,9947602
MYS,1970,,10178801
MYS,1971,,10423464
MYS,1972,,10676839
MYS,1973,,10935623
MYS,1974,,11200905
MYS,1975,,11471912
MYS,1976,,11750093
MYS,1977,,12035715
MYS,1978,,12328158
MYS,1979,,12627863
MYS,1980,,12983361
MYS,1981,,13399206
MYS,1982,,13832795
MYS,1983,,14285914
MYS,1984,,14759014
MYS,2021,,34282405
MYS,2022,,34695494
MYS,2023,,35126295
MDV,1985,364.57812,190182
MDV,1986,342.25085,196946
MDV,1987,318.1131,203960
MDV,1988,284.83408,210899
MDV,1989,254.37509,217750
MDV,1990,236.3633,224772
MDV,1991,204.05632,231809
MDV,1992,187.55286,238559
MDV,1993,166.82156,244892
MDV,1994,164.35703,250831
MDV,1995,144.20232,256659
MDV,1996,144.76906,262355
MDV,1997,132.313,267713
MDV,1998,114.75022,272736
MDV,1999,119.56656,277423
MDV,2000,114.33164,282025
MDV,2001,96.28694,286780
MDV,2002,83.62166,291631
MDV,2003,79.969284,296497
MDV,2004,78.96767,301414
MDV,2005,78.75982,306431
MDV,2006,77.439445,313865
MDV,2007,66.192726,324488
MDV,2008,68.820015,336178
MDV,2009,68.37898,348282
MDV,2010,59.786633,360801
MDV,2011,59.978523,373682
MDV,2012,51.62238,386822
MDV,2013,48.653557,400079
MDV,2014,56.31064,413623
MDV,2015,56.908337,428165
MDV,2016,51.011383,443316
MDV,2017,45.80795,458297
MDV,2018,48.531975,473107
MDV,2019,50.324753,487737
MDV,2020,56.6938,502127
MDV,1800,,42378
MDV,1801,,42378
MDV,1802,,42378
MDV,1803,,42378
MDV,1804,,42378
MDV,1805,,42378
MDV,1806,,42378
MDV,1807,,42378
MDV,1808,,42378
MDV,1809,,42378
MDV,1810,,42378
MDV,1811,,42378
MDV,1812,,42378
MDV,1813,,42378
MDV,1814,,42378
MDV,1815,,42378
MDV,1816,,42378
MDV,1817,,42378
MDV,1818,,42378
MDV,1819,,42428
MDV,1820,,42528
MDV,1821,,42680
MDV,1822,,42882
MDV,1823,,43135
MDV,1824,,43390
MDV,1825,,43646
MDV,1826,,43904
MDV,1827,,44163
MDV,1828,,44424
MDV,1829,,44686
MDV,1830,,44950
MDV,1831,,45216
MDV,1832,,45483
MDV,1833,,45752
MDV,1834,,46022
MDV,1835,,46294
MDV,1836,,46567
MDV,1837,,46842
MDV,1838,,47119
MDV,1839,,47397
MDV,1840,,47677
MDV,1841,,47959
MDV,1842,,48242
MDV,1843,,48527
MDV,1844,,48814
MDV,1845,,49102
MDV,1846,,49392
MDV,1847,,49684
MDV,1848,,49977
MDV,1849,,50272
MDV,1850,,50569
MDV,1851,,50812
MDV,1852,,51056
MDV,1853,,51301
MDV,1854,,51547
MDV,1855,,51794
MDV,1856,,52042
MDV,1857,,52292
MDV,1858,,52542
MDV,1859,,52794
MDV,1860,,53047
MDV,1861,,53301
MDV,1862,,53556
MDV,1863,,53812
MDV,1864,,54070
MDV,1865,,54328
MDV,1866,,54588
MDV,1867,,54849
MDV,1868,,55111
MDV,1869,,55374
MDV,1870,,55639
MDV,1871,,55904
MDV,1872,,56171
MDV,1873,,56439
MDV,1874,,56709
MDV,1875,,56979
MDV,1876,,57251
MDV,1877,,57524
MDV,1878,,57798
MDV,1879,,58073
MDV,1880,,58350
MDV,1881,,58628
MDV,1882,,58907
MDV,1883,,59187
MDV,1884,,59469
MDV,1885,,59752
MDV,1886,,60036
MDV,1887,,60322
MDV,1888,,60608
MDV,1889,,60896
MDV,1890,,61186
MDV,1891,,61476
MDV,1892,,61768
MDV,1893,,62061
MDV,1894,,62356
MDV,1895,,62652
MDV,1896,,62949
MDV,1897,,63247
MDV,1898,,63547
MDV,1899,,63848
MDV,1900,,64150
MDV,1901,,64454
MDV,1902,,64759
MDV,1903,,65066
MDV,1904,,65374
MDV,1905,,65683
MDV,1906,,65994
MDV,1907,,66306
MDV,1908,,66619
MDV,1909,,66816
MDV,1910,,66898
MDV,1911,,66863
MDV,1912,,66713
MDV,1913,,66446
MDV,1914,,66181
MDV,1915,,65917
MDV,1916,,65654
MDV,1917,,65391
MDV,1918,,65207
MDV,1919,,65218
MDV,1920,,65426
MDV,1921,,65831
MDV,1922,,66438
MDV,1923,,67246
MDV,1924,,68065
MDV,1925,,68893
MDV,1926,,69731
MDV,1927,,70580
MDV,1928,,71438
MDV,1929,,72254
MDV,1930,,73027
MDV,1931,,73754
MDV,1932,,74436
MDV,1933,,75070
MDV,1934,,75710
MDV,1935,,76356
MDV,1936,,77007
MDV,1937,,77663
MDV,1938,,78325
MDV,1939,,78729
MDV,1940,,78873
MDV,1941,,78757
MDV,1942,,78383
MDV,1943,,77749
MDV,1944,,77120
MDV,1945,,76497
MDV,1946,,75878
MDV,1947,,75264
MDV,1948,,74656
MDV,1949,,74395
MDV,1950,,74460
MDV,1951,,75731
MDV,1952,,77077
MDV,1953,,78509
MDV,1954,,80011
MDV,1955,,81618
MDV,1956,,83316
MDV,1957,,85138
MDV,1958,,87055
MDV,1959,,89074
MDV,1960,,91203
MDV,1961,,93465
MDV,1962,,95816
MDV,1963,,98236
MDV,1964,,100673
MDV,1965,,104116
MDV,1966,,108528
MDV,1967,,112542
MDV,1968,,116092
MDV,1969,,119581
MDV,1970,,123239
MDV,1971,,127053
MDV,1972,,130979
MDV,1973,,134971
MDV,1974,,138994
MDV,1975,,143168
MDV,1976,,147538
MDV,1977,,151942
MDV,1978,,156169
MDV,1979,,160373
MDV,1980,,164843
MDV,1981,,169543
MDV,1982,,174339
MDV,1983,,179141
MDV,1984,,184213
MDV,2021,,516162
MDV,2022,,524116
MDV,2023,,526009
MLI,1985,1341.1812,8374661
MLI,1986,1277.1547,8531272
MLI,1987,1220.2915,8681166
MLI,1988,1158.9152,8834000
MLI,1989,1141.8638,8999935
MLI,1990,1064.6527,9178827
MLI,1991,1005.45184,9362885
MLI,1992,973.1004,9553541
MLI,1993,933.4536,9754785
MLI,1994,928.6921,9967032
MLI,1995,954.9055,10185367
MLI,1996,974.2553,10407275
MLI,1997,898.029,10646498
MLI,1998,847.94916,10919578
MLI,1999,793.5123,11227419
MLI,2000,742.33704,11559291
MLI,2001,683.83673,11912162
MLI,2002,621.16644,12288051
MLI,2003,586.3407,12684952
MLI,2004,562.67114,13102414
MLI,2005,560.3241,13538647
MLI,2006,548.8381,13990143
MLI,2007,570.5315,14457777
MLI,2008,585.7367,14940785
MLI,2009,553.41754,15435537
MLI,2010,546.7548,15945201
MLI,2011,546.8757,16469051
MLI,2012,555.3264,16957039
MLI,2013,544.2692,17459621
MLI,2014,518.65076,18020267
MLI,2015,493.75226,18593022
MLI,2016,469.60754,19191297
MLI,2017,452.7477,19813016
MLI,2018,439.5398,20442029
MLI,2019,428.26315,21068406
MLI,2020,440.22476,21713839
MLI,-10000,,3871
MLI,-9000,,5807
MLI,-8000,,8711
MLI,-7000,,13067
MLI,-6000,,19601
MLI,-5000,,29402
MLI,-4000,,44104
MLI,-3000,,66156
MLI,-2000,,99234
MLI,-1000,,148851
MLI,0,,223277
MLI,100,,255173
MLI,200,,291627
MLI,300,,333288
MLI,400,,380900
MLI,500,,435315
MLI,600,,497503
MLI,700,,568575
MLI,800,,649800
MLI,900,,685900
MLI,1000,,722000
MLI,1100,,776150
MLI,1200,,830300
MLI,1300,,900000
MLI,1400,,1000000
MLI,1500,,1083000
MLI,1600,,1263500
MLI,1700,,1444000
MLI,1710,,1621364
MLI,1720,,1639466
MLI,1730,,1658576
MLI,1740,,1678798
MLI,1750,,1700253
MLI,1760,,1723084
MLI,1770,,1747457
MLI,1780,,1773567
MLI,1790,,1801652
MLI,1800,,1403398
MLI,1801,,1403398
MLI,1802,,1403398
MLI,1803,,1403398
MLI,1804,,1403398
MLI,1805,,1403398
MLI,1806,,1403398
MLI,1807,,1403398
MLI,1808,,1403398
MLI,1809,,1403398
MLI,1810,,1403398
MLI,1811,,1403398
MLI,1812,,1403398
MLI,1813,,1403398
MLI,1814,,1403398
MLI,1815,,1403398
MLI,1816,,1403398
MLI,1817,,1403398
MLI,1818,,1403398
MLI,1819,,1404037
MLI,1820,,1405317
MLI,1821,,1407240
MLI,1822,,1409806
MLI,1823,,1413017
MLI,1824,,1416236
MLI,1825,,1419462
MLI,1826,,1422695
MLI,1827,,1425935
MLI,1828,,1429183
MLI,1829,,1432439
MLI,1830,,1435702
MLI,1831,,1438972
MLI,1832,,1442249
MLI,1833,,1445535
